userId,movieId,rating,timestamp,tmdbId,title
4,10,4.0,2000-02-06 04:17:25,710,GoldenEye
4,34,5.0,2000-02-07 10:32:36,9598,Babe
4,112,5.0,2000-02-06 04:16:22,33542,Rumble in the Bronx
4,141,5.0,2000-02-07 10:34:41,11000,The Birdcage
4,153,4.0,2000-02-06 04:29:06,414,Batman Forever
4,173,3.0,2000-02-06 04:29:06,9482,Judge Dredd
4,185,3.0,2000-02-07 10:40:47,1642,The Net
4,260,5.0,2000-02-05 19:30:42,11,Star Wars
4,289,4.0,2000-02-05 19:26:42,9058,Only You
4,296,5.0,2000-02-07 03:55:08,680,Pulp Fiction
4,329,3.0,2000-02-06 04:16:58,193,Star Trek: Generations
4,349,5.0,2000-02-06 04:16:22,9331,Clear and Present Danger
4,356,5.0,2000-02-07 10:36:03,13,Forrest Gump
4,357,5.0,2000-02-07 10:34:41,712,Four Weddings and a Funeral
4,364,5.0,2000-02-07 18:52:18,8587,The Lion King
4,367,4.0,2000-02-07 03:58:07,854,The Mask
4,380,3.0,2000-02-06 04:15:34,36955,True Lies
4,410,3.0,2000-02-07 10:38:03,2758,Addams Family Values
4,431,3.0,2000-02-07 03:56:12,6075,Carlito's Way
4,434,4.0,2000-02-06 04:18:08,9350,Cliffhanger
4,435,1.0,2000-02-07 10:42:15,9612,Coneheads
4,440,4.0,2000-02-07 10:36:42,11566,Dave
4,442,4.0,2000-02-07 10:40:28,9739,Demolition Man
4,464,4.0,2000-02-06 04:28:35,2019,Hard Target
4,480,5.0,2000-02-06 04:16:22,329,Jurassic Park
4,541,5.0,2000-02-05 19:31:31,78,Blade Runner
4,588,5.0,2000-02-07 18:51:26,812,Aladdin
4,589,5.0,2000-02-07 10:38:58,280,Terminator 2: Judgment Day
4,590,3.0,2000-02-06 04:15:34,581,Dances with Wolves
4,594,5.0,2000-02-07 18:52:18,408,Snow White and the Seven Dwarfs
4,596,5.0,2000-02-07 18:53:58,10895,Pinocchio
4,610,4.0,2000-02-08 03:57:18,11827,Heavy Metal
4,616,5.0,2000-02-07 18:50:44,10112,The Aristocats
4,858,5.0,2000-02-05 19:30:22,238,The Godfather
4,903,5.0,2000-02-07 10:26:29,426,Vertigo
4,910,4.0,2000-02-07 10:28:26,239,Some Like It Hot
4,913,5.0,2000-02-07 10:27:27,963,The Maltese Falcon
4,919,5.0,2000-02-07 18:49:56,630,The Wizard of Oz
4,1011,4.0,2000-02-07 10:30:54,10869,Herbie Rides Again
4,1016,4.0,2000-02-07 10:28:42,15944,The Shaggy Dog
4,1022,5.0,2000-02-07 18:53:58,11224,Cinderella
4,1028,5.0,2000-02-07 18:53:58,433,Mary Poppins
4,1030,5.0,2000-02-07 04:06:17,11114,Pete's Dragon
4,1031,5.0,2000-02-07 04:06:17,12335,Bedknobs and Broomsticks
4,1032,5.0,2000-02-07 18:52:18,12092,Alice in Wonderland
4,1033,5.0,2000-02-07 18:53:58,10948,The Fox and the Hound
4,1036,5.0,2000-02-07 04:04:04,562,Die Hard
4,1073,5.0,2000-02-07 10:29:32,252,Willy Wonka & the Chocolate Factory
4,1079,5.0,2000-02-06 04:32:03,623,A Fish Called Wanda
4,1089,5.0,2000-02-07 03:55:32,500,Reservoir Dogs
4,1097,5.0,2000-02-05 19:26:11,601,E.T. the Extra-Terrestrial
4,1125,5.0,2000-02-07 10:29:59,11843,The Return of the Pink Panther
4,1127,5.0,2000-02-07 04:04:35,2756,The Abyss
4,1136,5.0,2000-02-07 10:29:32,762,Monty Python and the Holy Grail
4,1194,5.0,2000-02-07 10:30:19,11455,Up in Smoke
4,1196,5.0,2000-02-05 19:32:53,1891,The Empire Strikes Back
4,1197,5.0,2000-02-06 04:31:30,2493,The Princess Bride
4,1198,5.0,2000-02-05 19:32:53,85,Raiders of the Lost Ark
4,1200,5.0,2000-02-07 04:04:04,679,Aliens
4,1206,5.0,2000-02-07 04:02:39,185,A Clockwork Orange
4,1208,5.0,2000-02-05 19:32:53,28,Apocalypse Now
4,1210,5.0,2000-02-05 19:25:14,1892,Return of the Jedi
4,1213,5.0,2000-02-07 03:55:08,769,GoodFellas
4,1214,5.0,2000-02-06 04:11:01,348,Alien
4,1219,5.0,2000-02-05 19:32:53,539,Psycho
4,1220,5.0,2000-02-06 04:32:03,525,The Blues Brothers
4,1222,5.0,2000-02-07 10:18:13,600,Full Metal Jacket
4,1225,5.0,2000-02-05 19:32:53,279,Amadeus
4,1230,5.0,2000-02-07 10:29:32,703,Annie Hall
4,1240,5.0,2000-02-07 04:04:04,218,The Terminator
4,1243,5.0,2000-02-07 10:31:59,18971,Rosencrantz & Guildenstern Are Dead
4,1257,5.0,2000-02-06 04:33:22,13667,Better Off Dead...
4,1258,5.0,2000-02-07 10:19:03,694,The Shining
4,1259,4.0,2000-02-06 04:32:39,235,Stand by Me
4,1265,5.0,2000-02-07 10:33:11,137,Groundhog Day
4,1270,5.0,2000-02-06 04:32:03,105,Back to the Future
4,1278,5.0,2000-02-07 10:29:32,3034,Young Frankenstein
4,1282,5.0,2000-02-07 18:49:56,756,Fantasia
4,1285,4.0,2000-02-06 04:32:39,2640,Heathers
4,1288,5.0,2000-02-06 04:31:30,11031,This Is Spinal Tap
4,1291,5.0,2000-02-07 10:19:03,89,Indiana Jones and the Last Crusade
4,1298,4.0,2000-02-07 10:22:07,12104,Pink Floyd: The Wall
4,1307,4.0,2000-02-06 04:33:22,639,When Harry Met Sally...
4,1332,4.0,2000-02-07 04:04:35,32076,The Believers
4,1334,5.0,2000-02-08 03:57:54,8851,The Blob
4,1344,5.0,2000-02-07 10:27:27,11349,Cape Fear
4,1356,4.0,2000-02-06 04:16:22,199,Star Trek: First Contact
4,1371,4.0,2000-02-06 04:11:42,152,Star Trek: The Motion Picture
4,1372,3.0,2000-02-07 10:40:04,174,Star Trek VI: The Undiscovered Country
4,1374,4.0,2000-02-07 10:19:47,154,Star Trek II: The Wrath of Khan
4,1376,3.0,2000-02-07 10:21:44,168,Star Trek IV: The Voyage Home
4,1377,3.0,2000-02-06 04:18:08,364,Batman Returns
4,1380,5.0,2000-02-07 04:06:17,621,Grease
4,1387,5.0,2000-02-06 04:11:01,578,Jaws
4,1388,4.0,2000-02-06 04:11:42,579,Jaws 2
4,1396,5.0,2000-02-07 03:56:12,2322,Sneakers
4,1544,3.0,2000-02-06 04:27:10,330,The Lost World: Jurassic Park
4,1580,5.0,2000-02-07 10:39:38,607,Men in Black
4,1663,4.0,2000-02-06 04:32:39,10890,Stripes
4,1674,5.0,2000-02-07 04:04:04,9281,Witness
4,1805,1.0,2000-02-07 03:57:44,617,Wild Things
4,1858,5.0,2000-02-07 10:35:38,10622,Mr. Nice Guy
4,1917,4.0,2000-02-06 04:18:08,95,Armageddon
4,1918,2.0,2000-02-07 03:59:16,944,Lethal Weapon 4
4,1953,5.0,2000-02-06 04:11:01,1051,The French Connection
4,1954,5.0,2000-02-06 04:11:01,1366,Rocky
4,1961,5.0,2000-02-07 10:19:03,380,Rain Man
4,1967,3.0,2000-02-07 18:52:18,13597,Labyrinth
4,1968,5.0,2000-02-06 04:32:39,2108,The Breakfast Club
4,1994,5.0,2000-02-07 04:05:09,609,Poltergeist
4,2000,5.0,2000-02-06 04:33:22,941,Lethal Weapon
4,2002,3.0,2000-02-07 03:58:27,943,Lethal Weapon 3
4,2003,2.0,2000-02-07 10:22:50,927,Gremlins
4,2005,5.0,2000-02-07 04:01:10,9340,The Goonies
4,2014,4.0,2000-02-07 10:30:54,16084,Freaky Friday
4,2018,5.0,2000-02-05 19:26:11,3170,Bambi
4,2020,4.0,2000-02-06 04:35:38,859,Dangerous Liaisons
4,2021,4.0,2000-02-07 04:01:54,841,Dune
4,2033,4.0,2000-02-08 03:57:19,10957,The Black Cauldron
4,2034,4.0,2000-02-07 04:03:03,9570,The Black Hole
4,2046,5.0,2000-02-06 04:16:58,10122,Flight of the Navigator
4,2054,3.0,2000-02-07 04:01:54,9354,"Honey, I Shrunk the Kids"
4,2064,5.0,2000-02-07 10:17:28,1779,Roger & Me
4,2078,5.0,2000-02-07 18:50:44,9325,The Jungle Book
4,2080,5.0,2000-02-07 10:28:26,10340,Lady and the Tramp
4,2081,4.0,2000-02-08 03:57:19,10144,The Little Mermaid
4,2085,5.0,2000-02-07 18:50:44,12230,One Hundred and One Dalmatians
4,2086,5.0,2000-02-07 04:01:54,13380,One Magic Christmas
4,2087,5.0,2000-02-07 18:53:58,10693,Peter Pan
4,2091,5.0,2000-02-07 04:03:03,14822,Return from Witch Mountain
4,2094,4.0,2000-02-07 10:40:28,10249,The Rocketeer
4,2096,5.0,2000-02-07 18:52:18,10882,Sleeping Beauty
4,2100,5.0,2000-02-07 04:01:54,2619,Splash
4,2102,5.0,2000-02-07 18:49:56,53565,Steamboat Willie
4,2105,4.0,2000-02-07 04:01:54,97,Tron
4,2109,5.0,2000-02-07 10:29:59,6471,The Jerk
4,2110,3.0,2000-02-07 04:05:09,9442,Dead Men Don't Wear Plaid
4,2114,5.0,2000-02-07 10:22:07,227,The Outsiders
4,2115,5.0,2000-02-07 10:23:14,87,Indiana Jones and the Temple of Doom
4,2124,4.0,2000-02-07 10:36:03,2907,The Addams Family
4,2140,5.0,2000-02-07 04:01:10,11639,The Dark Crystal
4,2141,4.0,2000-02-08 03:57:19,4978,An American Tail
4,2143,4.0,2000-02-07 04:01:54,11976,Legend
4,2144,5.0,2000-02-06 04:33:23,15144,Sixteen Candles
4,2161,5.0,2000-02-07 04:01:10,34584,The NeverEnding Story
4,2174,5.0,2000-02-07 04:01:10,4011,Beetlejuice
4,2193,3.0,2000-02-07 04:01:10,847,Willow
4,2194,5.0,2000-02-07 10:19:24,117,The Untouchables
4,2248,4.0,2000-02-06 04:32:39,2028,Say Anything...
4,2263,3.0,2000-02-07 04:05:09,11082,The Seventh Sign
4,2268,5.0,2000-02-07 03:56:12,881,A Few Good Men
4,2289,5.0,2000-02-07 10:32:36,10403,The Player
4,2348,4.0,2000-02-07 10:22:07,14924,Sid & Nancy
4,2371,4.0,2000-02-06 04:33:23,9749,Fletch
4,2403,4.0,2000-02-07 10:23:14,1368,First Blood
4,2406,5.0,2000-02-07 10:23:14,9326,Romancing the Stone
4,2409,4.0,2000-02-06 04:11:42,1367,Rocky II
4,2454,5.0,2000-02-08 03:57:54,11815,The Fly
4,2467,5.0,2000-02-07 10:21:15,192,The Name of the Rose
4,2551,4.0,2000-02-07 04:04:35,9540,Dead Ringers
4,2616,1.0,2000-02-07 03:59:53,8592,Dick Tracy
4,2628,5.0,2000-02-06 04:16:22,1893,Star Wars: Episode I - The Phantom Menace
4,2640,5.0,2000-02-06 04:11:01,1924,Superman
4,2659,3.0,2000-02-07 10:17:51,30168,It Came from Hollywood
4,2683,4.0,2000-02-07 04:08:17,817,Austin Powers: The Spy Who Shagged Me
4,2699,4.0,2000-02-07 04:08:17,6488,Arachnophobia
4,2716,5.0,2000-02-06 04:32:03,620,Ghostbusters
4,2723,5.0,2000-02-06 04:16:22,9824,Mystery Men
4,2734,4.0,2000-02-05 19:25:14,11120,The Mosquito Coast
4,2770,1.0,2000-02-07 04:08:41,11353,Bowfinger
4,2788,5.0,2000-02-07 10:29:59,9267,And Now for Something Completely Different
4,2791,5.0,2000-02-06 04:31:30,813,Airplane!
4,2795,4.0,2000-02-06 04:33:23,11153,National Lampoon's Vacation
4,2797,5.0,2000-02-07 04:01:10,2280,Big
4,2804,5.0,2000-02-06 04:35:38,850,A Christmas Story
4,2822,3.0,2000-02-06 04:27:10,9096,Medicine Man
4,2867,3.0,2000-02-07 10:21:15,11797,Fright Night
4,2872,5.0,2000-02-07 04:01:54,11527,Excalibur
4,2877,5.0,2000-02-07 04:06:17,11326,Tommy
4,2902,2.0,2000-02-07 04:05:09,10576,Psycho II
4,2903,1.0,2000-02-07 04:05:09,12662,Psycho III
4,2916,4.0,2000-02-06 04:15:34,861,Total Recall
4,2918,5.0,2000-02-06 04:32:39,9377,Ferris Bueller's Day Off
4,2968,5.0,2000-02-07 04:01:10,36819,Time Bandits
4,2986,3.0,2000-02-07 04:00:15,5549,RoboCop 2
4,2987,5.0,2000-02-07 10:20:07,856,Who Framed Roger Rabbit
4,2991,5.0,2000-02-06 04:11:01,253,Live and Let Die
4,3016,3.0,2000-02-07 04:09:03,16281,Creepshow
4,3034,5.0,2000-02-07 18:50:44,11886,Robin Hood
4,3039,4.0,2000-02-06 04:32:39,1621,Trading Places
4,3040,5.0,2000-02-07 10:30:19,14035,Meatballs
4,3060,5.0,2000-02-07 10:34:16,11663,The Commitments
4,3071,4.0,2000-02-07 10:18:35,29154,Stand and Deliver
4,3101,4.0,2000-02-07 04:04:35,10998,Fatal Attraction
4,3104,4.0,2000-02-06 04:33:23,9013,Midnight Run
4,3108,5.0,2000-02-07 10:35:38,177,The Fisher King
4,3169,4.0,2000-02-07 10:21:44,26578,The Falcon and the Snowman
4,3208,2.0,2000-02-05 19:29:06,9644,National Lampoon's Loaded Weapon 1
4,3210,4.0,2000-02-06 04:32:03,13342,Fast Times at Ridgemont High
4,3251,5.0,2000-02-07 10:22:50,24735,Agnes of God
4,3255,4.0,2000-02-07 10:35:38,11287,A League of Their Own
4,3263,3.0,2000-02-07 10:37:25,10158,White Men Can't Jump
4,3265,5.0,2000-02-07 03:55:32,11782,Hard Boiled
4,4006,2.0,2000-02-08 03:57:18,1857,The Transformers: The Movie
5,3,4.0,2006-11-12 23:42:37,15602,Grumpier Old Men
5,39,4.0,2006-11-12 23:42:32,9603,Clueless
5,104,4.0,2006-11-12 23:37:19,9614,Happy Gilmore
5,141,4.0,2006-11-12 23:30:42,11000,The Birdcage
5,150,4.0,2006-11-12 23:33:24,568,Apollo 13
5,231,3.5,2006-11-12 23:22:42,8467,Dumb and Dumber
5,277,4.5,2006-11-12 23:13:28,10510,Miracle on 34th Street
5,344,3.5,2006-11-12 23:20:36,3049,Ace Ventura: Pet Detective
5,356,4.0,2006-11-12 23:29:12,13,Forrest Gump
5,364,4.0,2006-11-12 23:22:32,8587,The Lion King
5,367,4.0,2006-11-12 23:22:35,854,The Mask
5,377,4.0,2006-11-12 23:20:10,1637,Speed
5,440,4.0,2006-11-12 23:34:37,11566,Dave
5,500,4.5,2006-11-12 23:21:58,788,Mrs. Doubtfire
5,586,4.0,2006-11-12 23:33:12,771,Home Alone
5,588,3.5,2006-11-12 23:19:11,812,Aladdin
5,595,4.0,2006-11-12 23:29:50,10020,Beauty and the Beast
5,597,5.0,2006-11-12 23:21:51,114,Pretty Woman
5,788,3.5,2006-11-12 23:43:13,9327,The Nutty Professor
5,858,2.5,2006-11-12 23:20:51,238,The Godfather
5,903,3.5,2006-11-12 23:12:15,426,Vertigo
5,919,4.0,2006-11-12 23:31:26,630,The Wizard of Oz
5,1022,4.0,2006-11-12 23:15:16,11224,Cinderella
5,1035,5.0,2006-11-12 23:11:43,15121,The Sound of Music
5,1193,3.0,2006-11-12 23:29:33,510,One Flew Over the Cuckoo's Nest
5,1221,2.5,2006-11-12 23:30:39,240,The Godfather: Part II
5,1247,4.0,2006-11-12 23:36:22,37247,The Graduate
5,1307,4.0,2006-11-12 23:34:55,639,When Harry Met Sally...
5,1380,5.0,2006-11-12 23:10:44,621,Grease
5,1393,3.5,2006-11-12 23:29:25,9390,Jerry Maguire
5,1485,4.5,2006-11-12 23:36:48,1624,Liar Liar
5,1544,3.5,2006-11-12 23:36:02,330,The Lost World: Jurassic Park
5,1682,4.0,2006-11-12 23:30:14,37165,The Truman Show
5,1721,4.0,2006-11-12 23:22:24,597,Titanic
5,1777,4.0,2006-11-12 23:36:41,11003,The Wedding Singer
5,1784,4.5,2006-11-12 23:30:51,2898,As Good as It Gets
5,1923,4.5,2006-11-12 23:22:06,544,There's Something About Mary
5,1961,4.0,2006-11-12 23:21:15,380,Rain Man
5,1968,4.0,2006-11-12 23:32:04,2108,The Breakfast Club
5,1997,3.5,2006-11-12 23:36:33,9552,The Exorcist
5,2023,1.5,2006-11-12 23:13:08,242,The Godfather: Part III
5,2081,5.0,2006-11-12 23:11:49,10144,The Little Mermaid
5,2273,4.0,2006-11-12 23:14:36,2109,Rush Hour
5,2294,4.0,2006-11-12 23:14:11,8916,Antz
5,2355,3.5,2006-11-12 23:29:44,9487,A Bug's Life
5,2424,4.0,2006-11-12 23:13:13,9489,You've Got Mail
5,2502,3.5,2006-11-12 23:31:30,1542,Office Space
5,2683,4.0,2006-11-12 23:21:19,817,Austin Powers: The Spy Who Shagged Me
5,2694,4.5,2006-11-12 23:14:53,9032,Big Daddy
5,2706,4.0,2006-11-12 23:30:46,2105,American Pie
5,2762,3.5,2006-11-12 23:22:23,745,The Sixth Sense
5,2770,3.5,2006-11-12 23:42:27,11353,Bowfinger
5,2918,3.5,2006-11-12 23:31:18,9377,Ferris Bueller's Day Off
5,2997,3.5,2006-11-12 23:28:47,492,Being John Malkovich
5,3114,3.5,2006-11-12 23:31:03,863,Toy Story 2
5,3176,3.5,2006-11-12 23:33:28,1213,The Talented Mr. Ripley
5,3408,4.0,2006-11-12 23:28:57,462,Erin Brockovich
5,3753,3.5,2006-11-12 23:12:28,2024,The Patriot
5,3897,4.5,2006-11-12 23:30:35,786,Almost Famous
5,3948,3.5,2006-11-12 23:29:58,1597,Meet the Parents
5,4014,4.0,2006-11-12 23:14:33,392,Chocolat
5,4018,4.0,2006-11-12 23:43:45,3981,What Women Want
5,4022,3.5,2006-11-12 23:21:36,8358,Cast Away
5,4025,4.5,2006-11-12 23:45:45,1493,Miss Congeniality
5,4306,3.5,2006-11-12 23:28:23,808,Shrek
5,4308,3.5,2006-11-12 23:32:34,824,Moulin Rouge!
5,4447,4.5,2006-11-12 23:43:53,8835,Legally Blonde
5,4718,3.5,2006-11-12 23:45:31,2770,American Pie 2
5,4963,3.0,2006-11-12 23:19:08,161,Ocean's Eleven
5,4995,4.5,2006-11-12 23:20:16,453,A Beautiful Mind
5,5266,3.5,2006-11-12 23:43:15,4547,Panic Room
5,5299,4.5,2006-11-12 23:14:59,8346,My Big Fat Greek Wedding
5,5349,4.5,2006-11-12 23:20:06,557,Spider-Man
5,5464,4.0,2006-11-12 23:34:03,4147,Road to Perdition
5,5669,3.5,2006-11-12 23:30:06,1430,Bowling for Columbine
5,5679,4.5,2006-11-12 23:33:09,565,The Ring
